     0.00000     0.00000     2.22975     1.80549     2.39004     1.80549     2.39004     2.01762     2.76246     2.17791     3.18672     2.17791     2.60217     3.34701     2.76246     0.84852     3.34701     2.97459     2.17791     3.18672     1.59336     2.60217     2.01762     2.17791     2.39004     2.55033     1.80549     2.17791     2.17791     1.59336     1.80549     1.59336     2.17791     2.55033     3.02643     1.00881     1.43307     1.80549     1.59336     2.97459     2.76246     2.39004     1.80549     2.01762     2.17791     2.81430     2.17791     1.16910     2.39004     2.01762     1.59336     2.01762     3.13488     2.60217     2.39004     1.80549     2.17791     1.96578     2.01762     2.39004     1.80549     1.38123     1.96578     1.59336     2.39004     0.21213     0.00000 
     0.00000     0.21213     2.17791     3.18672     1.80549     2.33820     1.96578     2.39004     2.60217     2.60217     2.39004     1.80549     1.59336     2.01762     2.17791     2.17791     1.80549     2.39004     1.59336     1.80549     1.59336     2.55033     2.60217     2.97459     2.39004     1.59336     1.59336     2.17791     1.59336     2.01762     1.75365     2.01762     2.17791     2.33820     2.01762     2.39004     3.18672     2.60217     1.59336     2.17791     2.22975     2.17791     2.17791     1.59336     2.39004     2.17791     3.02643     2.76246     2.01762     2.39004     2.92275     1.38123     2.17791     2.76246     2.55033     2.39004     2.55033     3.18672     2.17791     2.76246     2.60217     2.76246     2.81430     2.01762     1.96578     0.00000     0.00000 
     0.00000     0.00000     1.80549     1.80549     2.39004     2.01762     2.55033     2.55033     2.01762     2.01762     2.17791     1.96578     2.60217     2.55033     2.97459     2.17791     1.75365     2.39004     1.59336     1.96578     2.01762     2.60217     2.01762     2.55033     2.17791     1.80549     2.39004     2.22975     2.17791     2.22975     1.59336     2.01762     2.39004     2.39004     3.34701     2.97459     2.76246     2.39004     2.22975     2.55033     1.80549     1.96578     2.01762     2.01762     2.39004     0.79668     2.39004     1.80549     2.01762     1.59336     2.55033     2.81430     2.97459     1.80549     1.59336     2.60217     2.39004     2.01762     3.18672     1.59336     2.33820     1.59336     2.39004     1.38123     2.01762     0.00000     0.00000 
     0.00000     0.21213     2.76246     3.13488     2.97459     1.80549     1.80549     2.01762     1.96578     2.22975     2.76246     2.60217     2.97459     2.01762     2.60217     1.80549     2.60217     2.22975     2.97459     1.96578     1.59336     2.17791     2.17791     2.17791     2.22975     2.76246     2.01762     2.17791     1.80549     1.38123     2.39004     2.97459     2.76246     2.55033     2.97459     1.59336     2.33820     1.59336     2.76246     1.59336     2.76246     1.43307     1.96578     2.60217     2.39004     2.39004     2.39004     1.96578     1.38123     2.01762     2.39004     2.01762     1.80549     1.80549     1.80549     2.81430     2.55033     2.17791     2.01762     2.39004     2.65401     1.80549     2.39004     2.55033     2.01762     0.00000     0.00000 
     0.00000     0.00000     2.01762     1.22094     1.96578     2.76246     1.80549     2.22975     3.50730     1.80549     2.44188     1.59336     2.92275     2.01762     1.43307     2.39004     2.97459     2.76246     1.43307     2.39004     1.80549     2.81430     2.39004     1.59336     2.60217     1.96578     2.76246     2.39004     2.60217     1.75365     1.38123     2.17791     1.80549     2.60217     1.80549     1.64520     2.17791     2.17791     1.80549     2.39004     0.84852     2.17791     2.81430     1.64520     2.39004     1.80549     2.39004     1.80549     2.01762     1.80549     2.17791     2.01762     2.01762     2.39004     3.13488     1.96578     2.60217     2.39004     3.39885     2.17791     1.96578     2.60217     1.80549     2.39004     2.97459     0.00000     0.00000 
     0.00000     0.21213     3.13488     1.96578     2.01762     2.76246     1.80549     1.96578     2.76246     1.59336     1.00881     2.76246     2.60217     2.22975     1.00881     1.59336     1.59336     1.80549     1.22094     1.59336     2.39004     1.59336     2.17791     2.60217     2.01762     2.60217     2.01762     2.76246     1.59336     2.97459     1.80549     1.75365     2.81430     2.97459     2.55033     1.96578     3.02643     1.59336     1.59336     2.39004     1.96578     2.76246     1.80549     3.55914     2.97459     1.59336     1.96578     3.34701     2.17791     1.22094     2.39004     3.34701     2.39004     1.80549     2.76246     2.01762     2.01762     2.17791     1.96578     1.80549     2.97459     1.80549     1.59336     2.17791     2.17791     0.00000     0.00000 
     0.00000     0.00000     1.59336     2.60217     1.75365     3.18672     2.01762     1.38123     1.59336     2.17791     1.59336     2.17791     2.81430     2.01762     2.39004     2.39004     2.01762     2.39004     2.60217     1.80549     2.55033     1.16910     2.01762     2.39004     2.76246     2.01762     2.33820     1.80549     2.76246     1.22094     2.97459     2.76246     2.17791     1.80549     1.59336     2.01762     2.55033     2.60217     1.80549     2.39004     2.39004     2.76246     1.22094     2.22975     2.17791     2.22975     3.02643     2.55033     2.39004     2.01762     2.44188     2.01762     2.17791     2.39004     2.17791     2.17791     1.22094     2.81430     1.96578     3.18672     2.17791     1.00881     2.39004     2.97459     2.17791     0.00000     0.00000 
     0.00000     0.00000     2.60217     2.01762     2.60217     1.80549     2.17791     2.39004     1.00881     2.01762     2.39004     1.96578     2.39004     1.38123     2.55033     1.80549     1.80549     3.13488     2.39004     2.01762     2.17791     2.01762     1.06065     3.13488     2.76246     2.97459     2.01762     1.80549     2.60217     2.39004     1.59336     1.80549     2.39004     2.76246     2.01762     3.34701     2.22975     2.92275     1.27278     2.60217     1.80549     3.39885     2.39004     2.60217     2.60217     1.38123     2.55033     2.39004     2.39004     2.17791     2.33820     2.81430     1.75365     1.59336     2.60217     1.43307     3.34701     2.22975     2.60217     0.63639     2.76246     2.60217     2.60217     2.17791     2.17791     0.00000     0.00000 
     0.00000     0.00000     2.17791     1.22094     2.76246     2.76246     1.43307     2.17791     2.39004     1.43307     2.55033     2.06946     1.59336     1.96578     2.01762     2.55033     2.39004     2.01762     2.17791     2.55033     2.76246     2.44188     2.81430     2.01762     2.17791     2.17791     2.76246     2.39004     1.96578     2.17791     2.55033     2.17791     2.17791     1.80549     2.22975     2.76246     2.17791     2.81430     2.76246     2.22975     1.80549     1.80549     1.59336     1.16910     2.01762     2.39004     2.39004     1.80549     2.17791     1.80549     2.17791     2.97459     1.64520     2.17791     2.17791     1.59336     2.81430     2.39004     1.59336     2.60217     1.80549     2.17791     2.39004     1.59336     1.96578     0.21213     0.00000 
     0.00000     0.00000     1.80549     1.96578     2.39004     1.80549     2.17791     1.59336     1.80549     2.81430     1.38123     2.17791     2.60217     2.97459     2.97459     2.60217     1.59336     2.17791     1.00881     2.60217     2.17791     1.96578     2.60217     1.59336     2.39004     2.17791     2.17791     2.17791     2.60217     2.76246     2.81430     2.60217     2.17791     2.55033     1.80549     2.60217     2.76246     2.22975     1.59336     2.17791     1.22094     2.01762     1.59336     2.39004     1.75365     1.80549     2.01762     2.01762     2.39004     2.55033     1.59336     2.60217     1.75365     1.22094     2.55033     3.18672     2.17791     2.01762     1.22094     1.80549     2.17791     2.17791     1.80549     1.80549     1.43307     0.58455     0.00000 
     0.00000     1.00881     3.34701     1.96578     2.39004     2.55033     2.76246     2.33820     2.60217     1.85733     3.13488     2.55033     1.80549     0.84852     2.76246     1.80549     2.60217     1.75365     2.39004     1.80549     1.59336     2.39004     2.17791     2.97459     1.80549     1.59336     1.80549     1.96578     2.39004     1.59336     2.44188     2.17791     2.76246     2.39004     1.80549     1.43307     1.80549     2.39004     2.17791     2.01762     2.17791     1.80549     1.59336     2.39004     2.39004     0.21213     2.97459     2.01762     1.80549     2.39004     3.18672     1.59336     2.17791     2.17791     2.60217     1.59336     3.61098     1.80549     2.81430     3.34701     1.96578     2.17791     2.60217     3.18672     1.96578     0.00000     0.00000 
